Al,"23/02/2024"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"HEAL","MEDIKALOKA HERMINA","Salute","Azionario","598.750,71","0,00","598.750,71","7.381.200,00","0,08","Indonesia","Indonesia Stock Exchange","IDR"
"MREIT","MREIT INC","Immobili","Azionario","600.593,35","0,00","600.593,35","2.528.100,00","0,24","Filippine","Philippine Stock Exchange Inc.","PHP"
"JKPAPER","JK PAPER LTD","Materiali","Azionario","597.436,21","0,00","597.436,21","130.879,00","4,56","India","National Stock Exchange Of India","INR"
"BPP.R","BANPU POWER PCL NON-VOTING DR","Imprese di servizi di pubblica utilità","Azionario","598.124,49","0,00","598.124,49","1.520.900,00","0,39","Tailandia","Stock Exchange Of Thailand","THB"
"002568","SHANGHAI BAIRUN INVESTMENT HOLDING","Generi di largo consumo","Azionario","598.128,72","0,00","598.128,72","195.504,00","3,06","Cina","Shenzhen Stock Exchange","CNY"
"095660","NEOWIZ","Comunicazione","Azionario","598.303,97","0,00","598.303,97","34.475,00","17,35","Corea","Korea Exchange (Kosdaq)","KRW"
"002756","YONGXING SPECIAL MATERIALS TECHNOL","Materiali","Azionario","596.029,41","0,00","596.029,41","89.700,00","6,64","Cina","Shenzhen Stock Exchange","CNY"
"383800","LX HOLDINGS CORP","Industriali","Azionario","593.216,94","0,00","593.216,94","105.703,00","5,61","Corea","Korea Exchange (Stock Market)","KRW"
"003380","HARIM HOLDINGS LTD","Generi di largo consumo","Azionario","593.334,01","0,00","593.334,01","100.223,00","5,92","Corea","Korea Exchange (Kosdaq)","KRW"
"STLTECH","STERLITE TECHNOLOGIES LTD","IT","Azionario","593.832,12","0,00","593.832,12","339.245,00","1,75","India","National Stock Exchange Of India","INR"
"4137","CHLITINA HOLDING LTDINARY","Generi di largo consumo","Azionario","594.192,44","0,00","594.192,44","99.249,00","5,99","Taiwan","Taiwan Stock Exchange","TWD"
"1860","MOBVISTA INC","Comunicazione","Azionario","594.256,43","0,00","594.256,43","1.409.000,00","0,42","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"JISLJALEQS","JAIN IRRIGATION SYSTEMS LTD","Industriali","Azionario","589.045,13","0,00","589.045,13","840.263,00","0,70","India","National Stock Exchange Of India","INR"
"1117","CHINA MODERN DAIRY HOLDINGS LTD","Generi di largo consumo","Azionario","589.640,10","0,00","589.640,10","6.498.000,00","0,09","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"025980","ANANTI INC","Consumi Discrezionali","Azionario","589.953,29","0,00","589.953,29","122.124,00","4,83","Corea","Korea Exchange (Kosdaq)","KRW"
"ESSA","ESSA INDUSTRIES INDONESIA","Materiali","Azionario","590.295,17","0,00","590.295,17","17.368.600,00","0,03","Indonesia","Indonesia Stock Exchange","IDR"
"CARE","METRO HEALTHCARE INDONESIA","Salute","Azionario","590.342,60","0,00","590.342,60","54.798.200,00","0,01","Indonesia","Indonesia Stock Exchange","IDR"
"300223","INGENIC SEMICONDUCTOR LTD A","IT","Azionario","590.364,98","0,00","590.364,98","64.400,00","9,17","Cina","Shenzhen Stock Exchange","CNY"
"4142","ADIMMUNE CORP","Salute","Azionario","587.284,99","0,00","587.284,99","618.000,00","0,95","Taiwan","Taiwan Stock Exchange","TWD"
"ERAA","ERAJAYA SWASEMBADA","Consumi Discrezionali","Azionario","585.411,05","0,00","585.411,05","19.259.900,00","0,03","Indonesia","Indonesia Stock Exchange","IDR"
"089590","JEJU AIR LTD","Industriali","Azionario","586.324,27","0,00","586.324,27","69.433,00","8,44","Corea","Korea Exchange (Stock Market)","KRW"
"002738","SINOMINE RESOURCE GROUP LTD A","Materiali","Azionario","586.350,58","0,00","586.350,58","128.880,00","4,55","Cina","Shenzhen Stock Exchange","CNY"
"300601","SHENZHEN KANGTAI BIOLOGICAL PRODUC","Salute","Azionario","583.016,93","0,00","583.016,93","175.520,00","3,32","Cina","Shenzhen Stock Exchange","CNY"
"052020","STCUBE INC","IT","Azionario","583.986,18","0,00","583.986,18","114.311,00","5,11","Corea","Korea Exchange (Kosdaq)","KRW"
"GALAXYSURF","GALAXY SURFACTANTS LTD","Materiali","Azionario","581.096,59","0,00","581.096,59","19.472,00","29,84","India","National Stock Exchange Of India","INR"
"ROSSARI","ROSSARI BIOTECH LTD","Materiali","Azionario","581.929,27","0,00","581.929,27","62.857,00","9,26","India","National Stock Exchange Of India","INR"
"1884904D","TAALEEM HOLDINGS PSC","Consumi Discrezionali","Azionario","577.365,77","0,00","577.365,77","574.698,00","1,00","Emirati Arabi Uniti","Dubai Financial Market","AED"
"VAIBHAVGBL","VAIBHAV GLOBAL LTD","Consumi Discrezionali","Azionario","578.483,17","0,00","578.483,17","108.884,00","5,31","India","National Stock Exchange Of India","INR"
"GPIL","GODAWARI POWER AND ISPAT LTD","Materiali","Azionario","578.800,56","0,00","578.800,56","61.569,00","9,40","India","National Stock Exchange Of India","INR"
"BLDN","BALADNA COMPANY","Generi di largo consumo","Azionario","578.812,04","0,00","578.812,04","1.819.909,00","0,32","Qatar","Qatar Exchange","QAR"
"603882","GUANGZHOU KINGMED DIAGNOSTICS GROU","Salute","Azionario","579.055,81","0,00","579.055,81","70.000,00","8,27","Cina","Shanghai Stock Exchange","CNY"
"EPG.R","EASTERN POLYMER GROUP PCL NON-VOTI","Materiali","Azionario","576.237,62","0,00","576.237,62","2.774.200,00","0,21","Tailandia","Stock Exchange Of Thailand","THB"
"603345","ANJOY FOODS GROUP LTD A","Generi di largo consumo","Azionario","573.677,34","0,00","573.677,34","47.700,00","12,03","Cina","Shanghai Stock Exchange","CNY"
"VMART","V MART RETAIL LTD","Consumi Discrezionali","Azionario","571.225,84","0,00","571.225,84","23.834,00","23,97","India","National Stock Exchange Of India","INR"
"DEEPAKFERT","DEEPAK FERTILISERS AND PETROCHEMIC","Materiali","Azionario","571.635,27","0,00","571.635,27","91.143,00","6,27","India","National Stock Exchange Of India","INR"
"000069","SHENZHEN OVERSEAS CHINESE TOWN LTD","Immobili","Azionario","570.689,90","0,00","570.689,90","1.326.808,00","0,43","Cina","Shenzhen Stock Exchange","CNY"
"SWSOLAR","STERLING AND WILSON RENEWABLE ENER","Industriali","Azionario","570.965,59","0,00","570.965,59","79.114,00","7,22","India","National Stock Exchange Of India","INR"
"COP","COP CASH","Liquidità e/o derivati","Contanti","569.125,33","0,00","569.125,33","2.249.866.251,00","0,03","Colombia","-","COP"
"PTG.R","PTG ENERGY NON-VOTING DR PCL","Consumi Discrezionali","Azionario","567.504,26","0,00","567.504,26","2.227.300,00","0,25","Tailandia","Stock Exchange Of Thailand","THB"
"300496","THUNDER SOFTWARE TECHNOLOGY LTD A","IT","Azionario","567.537,55","0,00","567.537,55","71.862,00","7,90","Cina","Shenzhen Stock Exchange","CNY"
"1905","CHUNG HWA PULP CORP","Materiali","Azionario","566.779,12","0,00","566.779,12","797.000,00","0,71","Taiwan","Taiwan Stock Exchange","TWD"
"LSIP","PP LONDON SUMATRA INDONESIA","Generi di largo consumo","Azionario","565.034,60","0,00","565.034,60","10.489.800,00","0,05","Indonesia","Indonesia Stock Exchange","IDR"
"6002","HERFY FOOD SERVICES","Consumi Discrezionali","Azionario","562.372,99","0,00","562.372,99","57.082,00","9,85","Arabia Saudita","Saudi Stock Exchange","SAR"
"2913","TAIWAN TEA CORP","Generi di largo consumo","Azionario","562.710,25","0,00","562.710,25","852.000,00","0,66","Taiwan","Taiwan Stock Exchange","TWD"
"2038","FIH MOBILE LTD","IT","Azionario","562.905,78","0,00","562.905,78","8.470.000,00","0,07","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"214370","CAREGEN LTD","Salute","Azionario","560.865,11","0,00","560.865,11","30.471,00","18,41","Corea","Korea Exchange (Kosdaq)","KRW"
"VSTIND","VST INDUSTRIES LTD","Generi di largo consumo","Azionario","560.931,22","0,00","560.931,22","12.858,00","43,63","India","National Stock Exchange Of India","INR"
"6561","CHIEF TELECOM INC","Comunicazione","Azionario","557.787,70","0,00","557.787,70","50.600,00","11,02","Taiwan","Gretai Securities Market","TWD"
"STGT.R","SRI TRANG GLOVES (THAILAND) PCL NO","Salute","Azionario","559.081,91","0,00","559.081,91","2.389.000,00","0,23","Tailandia","Stock Exchange Of Thailand","THB"
"002624","PERFECT WORLD LTD A","Comunicazione","Azionario","559.163,76","0,00","559.163,76","366.700,00","1,52","Cina","Shenzhen Stock Exchange","CNY"
"NEOGEN","NEOGEN CHEMICALS LTD","Materiali","Azionario","559.368,03","0,00","559.368,03","34.453,00","16,24","India","National Stock Exchange Of India","INR"
"BJBR","BANK PEMBANGUNAN DAERAH JAWA BARAT","Finanziari","Azionario","555.552,12","0,00","555.552,12","7.130.500,00","0,08","Indonesia","Indonesia Stock Exchange","IDR"
"2777","GUANGZHOU R&F PROPERTIES LTD H","Immobili","Azionario","555.670,47","0,00","555.670,47","3.847.600,00","0,14","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"AIP","ADCOCK INGRAM HOLDINGS LTD","Salute","Azionario","555.994,92","0,00","555.994,92","199.383,00","2,79","Sud Africa","Johannesburg Stock Exchange","ZAR"
"601865","FLAT GLASS GROUP LTD A","IT","Azionario","554.452,81","0,00","554.452,81","191.200,00","2,90","Cina","Shanghai Stock Exchange","CNY"
"OCE","OCEANA GROUP LTD","Generi di largo consumo","Azionario","555.103,70","0,00","555.103,70","148.210,00","3,75","Sud Africa","Johannesburg Stock Exchange","ZAR"
"ANURAS","ANUPAM RASAYAN INDIA LTD","Materiali","Azionario","551.866,72","0,00","551.866,72","48.676,00","11,34","India","National Stock Exchange Of India","INR"
"SCMA","SURYA CITRA MEDIA","Comunicazione","Azionario","552.124,83","0,00","552.124,83","57.020.600,00","0,01","Indonesia","Indonesia Stock Exchange","IDR"
"GOCOLORS","GO FASHION (INDIA) LTD","Consumi Discrezionali","Azionario","552.174,76","0,00","552.174,76","40.027,00","13,80","India","National Stock Exchange Of India","INR"
"2331","ELITEGROUP COMPUTER SYSTEMS LTD","IT","Azionario","552.852,48","0,00","552.852,48","563.000,00","0,98","Taiwan","Taiwan Stock Exchange","TWD"
"CTOS","CTOS DIGITAL","Industriali","Azionario","552.892,31","0,00","552.892,31","1.796.900,00","0,31","Malesia","Bursa Malaysia","MYR"
"002080","SINOMA SCIENCE & TECHNOLOGY LTD A","Materiali","Azionario","553.045,61","0,00","553.045,61","270.600,00","2,04","Cina","Shenzhen Stock Exchange","CNY"
"4323","SUMOU REAL ESTATE COMPANY","Immobili","Azionario","553.461,03","0,00","553.461,03","37.948,00","14,58","Arabia Saudita","Saudi Stock Exchange","SAR"
"PETZ3","PET CENTER COMERCIO E PARTCIPACOES","Consumi Discrezionali","Azionario","549.715,37","0,00","549.715,37","719.954,00","0,76","Brasile","XBSP","BRL"
"8341","SUNNY FRIEND ENVIRONMENTAL TECHNOL","Industriali","Azionario","549.765,75","0,00","549.765,75","165.291,00","3,33","Taiwan","Taiwan Stock Exchange","TWD"
"183300","KOMICO LTD","IT","Azionario","549.993,61","0,00","549.993,61","12.514,00","43,95","Corea","Korea Exchange (Kosdaq)","KRW"
"GESAN.E","GIRISIM ELEKTRIK SANAYI TAAHUT VE","Industriali","Azionario","548.167,42","0,00","548.167,42","204.116,00","2,69","Turchia","Istanbul Stock Exchange","TRY"
"1478","Q TECHNOLOGY (GROUP) LTD","IT","Azionario","549.642,15","0,00","549.642,15","1.374.000,00","0,40","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"336","HUABAO INTERNATIONAL HOLDINGS LTD","Materiali","Azionario","544.225,76","0,00","544.225,76","1.901.000,00","0,29","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"4240","FAWAZ ABDULAZIZ ALHOKAIR","Consumi Discrezionali","Azionario","542.428,66","0,00","542.428,66","115.853,00","4,68","Arabia Saudita","Saudi Stock Exchange","SAR"
"300207","SUNWODA ELECTRONIC LTD A","Industriali","Azionario","542.609,87","0,00","542.609,87","286.500,00","1,89","Cina","Shenzhen Stock Exchange","CNY"
"RS.R","RS NON-VOTING DR PCL","Comunicazione","Azionario","543.653,04","0,00","543.653,04","1.382.391,00","0,39","Tailandia","Stock Exchange Of Thailand","THB"
"1182","AMLAK INTERNATIONAL FINANCE","Finanziari","Azionario","543.740,62","0,00","543.740,62","141.618,00","3,84","Arabia Saudita","Saudi Stock Exchange","SAR"
"FDC","FDC LTD","Salute","Azionario","539.988,42","0,00","539.988,42","94.808,00","5,70","India","National Stock Exchange Of India","INR"
"EPIGRAL","EPIGRAL LTD","Materiali","Azionario","540.926,30","0,00","540.926,30","36.612,00","14,77","India","National Stock Exchange Of India","INR"
"LOGG3","LOG COMMERCIAL PROPERTIES SA","Immobili","Azionario","541.016,45","0,00","541.016,45","129.354,00","4,18","Brasile","XBSP","BRL"
"TSH","TSH RESOURCES","Generi di largo consumo","Azionario","541.648,98","0,00","541.648,98","2.488.200,00","0,22","Malesia","Bursa Malaysia","MYR"
"603858","SHANDONG BUCHANG PHARMACEUTICALS L","Salute","Azionario","538.350,09","0,00","538.350,09","225.714,00","2,39","Cina","Shanghai Stock Exchange","CNY"
"BOROLTD","BOROSIL LTD","Consumi Discrezionali","Azionario","538.619,43","0,00","538.619,43","114.238,00","4,71","India","National Stock Exchange Of India","INR"
"909","MING YUAN CLOUD GROUP HOLDINGS LTD","IT","Azionario","538.833,65","0,00","538.833,65","1.735.000,00","0,31","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"4322","RETAL URBAN DEVELOPMENT","Immobili","Azionario","538.835,62","0,00","538.835,62","218.476,00","2,47","Arabia Saudita","Saudi Stock Exchange","SAR"
"2285","CHERVON HOLDINGS LTD","Consumi Discrezionali","Azionario","539.686,37","0,00","539.686,37","259.700,00","2,08","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"300454","SANGFOR TECHNOLOGIES INC A","IT","Azionario","536.850,67","0,00","536.850,67","62.700,00","8,56","Cina","Shenzhen Stock Exchange","CNY"
"1277","KINETIC DEVELOPMENT GROUP LTD","Energia","Azionario","535.013,55","0,00","535.013,55","6.248.000,00","0,09","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"BRAP3","BRADESPAR SA","Materiali","Azionario","533.277,01","0,00","533.277,01","129.489,00","4,12","Brasile","XBSP","BRL"
"4192","AL-SAIF STORES FOR DEVELOPMENT & I","Consumi Discrezionali","Azionario","533.545,13","0,00","533.545,13","210.638,00","2,53","Arabia Saudita","Saudi Stock Exchange","SAR"
"3703","CONTINENTAL HOLDINGS CORP","Industriali","Azionario","533.553,49","0,00","533.553,49","625.000,00","0,85","Taiwan","Taiwan Stock Exchange","TWD"
"EGP","EGP CASH","Liquidità e/o derivati","Contanti","530.666,46","0,00","530.666,46","16.397.594,00","3,24","Egitto","-","EGP"
"089860","LOTTE RENTAL LTD","Industriali","Azionario","531.416,78","0,00","531.416,78","25.582,00","20,77","Corea","Korea Exchange (Stock Market)","KRW"
"TQM.R","TQM ALPHA PCL NON-VOTING DR","Finanziari","Azionario","528.295,37","0,00","528.295,37","713.100,00","0,74","Tailandia","Stock Exchange Of Thailand","THB"
"ANSGR.E","ANADOLU ANONIM TURK SIGORTA SIRKET","Finanziari","Azionario","528.484,98","0,00","528.484,98","240.790,00","2,19","Turchia","Istanbul Stock Exchange","TRY"
"DNL","D&L INDUSTRIES INC","Materiali","Azionario","528.794,24","0,00","528.794,24","4.277.800,00","0,12","Filippine","Philippine Stock Exchange Inc.","PHP"
"2867","MASSMUTUAL MERCURIES LIFE INSURANC","Finanziari","Azionario","530.041,17","0,00","530.041,17","3.360.014,00","0,16","Taiwan","Taiwan Stock Exchange","TWD"
"ARMADA","BUMI ARMADA","Energia","Azionario","526.886,45","0,00","526.886,45","4.340.000,00","0,12","Malesia","Bursa Malaysia","MYR"
"1305","CHINA GENERAL PLASTICS CORP","Materiali","Azionario","527.154,36","0,00","527.154,36","811.792,00","0,65","Taiwan","Taiwan Stock Exchange","TWD"
"AARTIDRUGS","AARTI DRUGS LTD","Salute","Azionario","527.941,83","0,00","527.941,83","82.550,00","6,40","India","National Stock Exchange Of India","INR"
"600383","GEMDALE CORP A","Immobili","Azionario","524.968,91","0,00","524.968,91","869.789,00","0,60","Cina","Shanghai Stock Exchange","CNY"
"299900","WYSIWYG STUDIOS LTD","Comunicazione","Azionario","525.152,33","0,00","525.152,33","240.621,00","2,18","Corea","Korea Exchange (Kosdaq)","KRW"
"601155","SEAZEN HOLDINGS LTD A","Immobili","Azionario","525.591,83","0,00","525.591,83","363.190,00","1,45","Cina","Shanghai Stock Exchange","CNY"
"9869","HELENS INTERNATIONAL HOLDINGS LTD","Consumi Discrezionali","Azionario","523.658,04","0,00","523.658,04","1.144.500,00","0,46","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"NINV","NATIONAL INVEST","Finanziari","Azionario","520.532,15","0,00","520.532,15","556.138,00","0,94","Kuwait","Kuwait Stock Exchange","KWD"
"6608","BAIRONG INC","Finanziari","Azionario","520.854,00","0,00","520.854,00","333.500,00","1,56","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"1712","SINON CORP","Materiali","Azionario","521.942,41","0,00","521.942,41","414.000,00","1,26","Taiwan","Taiwan Stock Exchange","TWD"
"4736","TAIDOC TECHNOLOGY CORP","Salute","Azionario","522.157,81","0,00","522.157,81","104.000,00","5,02","Taiwan","Taiwan Stock Exchange","TWD"
"000070","SAMYANG HOLDINGS CORP","Generi di largo consumo","Azionario","518.540,10","0,00","518.540,10","9.429,00","54,99","Corea","Korea Exchange (Stock Market)","KRW"
"900925","SHANGHAI MECHANICAL & ELECTRICAL I","Industriali","Azionario","518.721,41","0,00","518.721,41","528.768,00","0,98","Cina","Shanghai Stock Exchange","USD"
"272450","JIN AIR LTD","Industriali","Azionario","519.193,12","0,00","519.193,12","53.990,00","9,62","Corea","Korea Exchange (Stock Market)","KRW"
"151860","KG ECO TECHNOLOGY SERVICES LTD","Materiali","Azionario","519.613,78","0,00","519.613,78","65.003,00","7,99","Corea","Korea Exchange (Kosdaq)","KRW"
"2723","GOURMET MASTER LTD","Consumi Discrezionali","Azionario","519.678,80","0,00","519.678,80","182.286,00","2,85","Taiwan","Taiwan Stock Exchange","TWD"
"2121","QINGDAO AINNOVATION TECHNOLOGY GRO","IT","Azionario","519.712,69","0,00","519.712,69","576.800,00","0,90","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"1537","KUNG LONG BATTERIES INDUSTRIAL LTD","Industriali","Azionario","519.782,06","0,00","519.782,06","122.000,00","4,26","Taiwan","Taiwan Stock Exchange","TWD"
"1104","UNIVERSAL CEMENT CORP","Materiali","Azionario","520.177,90","0,00","520.177,90","562.380,00","0,92","Taiwan","Taiwan Stock Exchange","TWD"
"2451","TRANSCEND INFORMATION INC","IT","Azionario","518.293,26","0,00","518.293,26","202.000,00","2,57","Taiwan","Taiwan Stock Exchange","TWD"
"3016","EPISIL-PRECISION INC","IT","Azionario","514.808,89","0,00","514.808,89","300.963,00","1,71","Taiwan","Taiwan Stock Exchange","TWD"
"KNRCON","KNR CONSTRUCTIONS LTD","Industriali","Azionario","515.030,26","0,00","515.030,26","160.850,00","3,20","India","National Stock Exchange Of India","INR"
"SAREGAMA","SAREGAMA INDIA LTD","Comunicazione","Azionario","515.417,52","0,00","515.417,52","105.383,00","4,89","India","National Stock Exchange Of India","INR"
"MATD3","HOSPITAL MATER DEI SA","Salute","Azionario","512.474,08","0,00","512.474,08","407.846,00","1,26","Brasile","XBSP","BRL"
"JAZEERA","JAZEERA AIRWAYS","Industriali","Azionario","512.802,29","0,00","512.802,29","138.899,00","3,69","Kuwait","Kuwait Stock Exchange","KWD"
"HCI","HOSKEN CONSOLIDATED LTD","Industriali","Azionario","513.351,86","0,00","513.351,86","55.672,00","9,22","Sud Africa","Johannesburg Stock Exchange","ZAR"
"SUPER.R","SUPER ENERGY CORPORATION NON-VOTIN","Imprese di servizi di pubblica utilità","Azionario","513.669,13","0,00","513.669,13","47.557.200,00","0,01","Tailandia","Stock Exchange Of Thailand","THB"
"1855","ZONQING ENVIRONMENTAL LTD","Industriali","Azionario","513.828,54","0,00","513.828,54","184.000,00","2,79","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"6279","HU LANE ASSOCIATE INC","Consumi Discrezionali","Azionario","510.611,68","0,00","510.611,68","103.000,00","4,96","Taiwan","Gretai Securities Market","TWD"
