Al,23/02/2024,,,,,,,,,,
 ,,,,,,,,,,,
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
GPN,GLOBAL PAYMENTS INC,Finanziari,Azionario,"39.144.710,00","0,05","39.144.710,00","294.100,00","133,10",Stati Uniti,New York Stock Exchange Inc.,USD
PCG,PG&E CORP,Imprese di servizi di pubblica utilità,Azionario,"39.114.078,25","0,05","39.114.078,25","2.296.775,00","17,03",Stati Uniti,New York Stock Exchange Inc.,USD
BARC,BARCLAYS PLC,Finanziari,Azionario,"39.040.396,53","0,05","39.040.396,53","18.805.789,00","2,08",Regno unito,London Stock Exchange,GBP
PPG,PPG INDUSTRIES INC,Materiali,Azionario,"38.795.683,88","0,05","38.795.683,88","268.724,00","144,37",Stati Uniti,New York Stock Exchange Inc.,USD
KER,KERING SA,Consumi Discrezionali,Azionario,"38.747.575,06","0,05","38.747.575,06","84.121,00","460,62",Francia,Nyse Euronext - Euronext Paris,EUR
PGHN,PARTNERS GROUP HOLDING AG,Finanziari,Azionario,"38.047.681,74","0,05","38.047.681,74","26.764,00","1.421,60",Svizzera,SIX Swiss Exchange,CHF
6981,MURATA MANUFACTURING LTD,IT,Azionario,"37.962.539,28","0,05","37.962.539,28","1.889.154,00","20,09",Giappone,Tokyo Stock Exchange,JPY
EL,ESTEE LAUDER INC CLASS A,Generi di largo consumo,Azionario,"37.944.770,18","0,05","37.944.770,18","252.982,00","149,99",Stati Uniti,New York Stock Exchange Inc.,USD
XEL,XCEL ENERGY INC,Imprese di servizi di pubblica utilità,Azionario,"37.771.198,57","0,05","37.771.198,57","636.629,00","59,33",Stati Uniti,NASDAQ,USD
VMC,VULCAN MATERIALS,Materiali,Azionario,"37.772.167,66","0,05","37.772.167,66","146.842,00","257,23",Stati Uniti,New York Stock Exchange Inc.,USD
FMG,FORTESCUE LTD,Materiali,Azionario,"37.594.374,23","0,05","37.594.374,23","2.031.341,00","18,51",Australia,Asx - All Markets,AUD
KVUE,KENVUE INC,Generi di largo consumo,Azionario,"37.459.537,36","0,05","37.459.537,36","1.953.052,00","19,18",Stati Uniti,New York Stock Exchange Inc.,USD
ROK,ROCKWELL AUTOMATION INC,Industriali,Azionario,"37.399.837,28","0,05","37.399.837,28","133.328,00","280,51",Stati Uniti,New York Stock Exchange Inc.,USD
6902,DENSO CORP,Consumi Discrezionali,Azionario,"37.201.131,01","0,05","37.201.131,01","2.037.872,00","18,25",Giappone,Tokyo Stock Exchange,JPY
ADS,ADIDAS N AG,Consumi Discrezionali,Azionario,"37.190.067,96","0,05","37.190.067,96","182.047,00","204,29",Germania,Xetra,EUR
ADYEN,ADYEN NV,Finanziari,Azionario,"37.143.964,20","0,05","37.143.964,20","23.388,00","1.588,16",Paesi Bassi,Euronext Amsterdam,EUR
6273,SMC (JAPAN) CORP,Industriali,Azionario,"37.128.951,41","0,05","37.128.951,41","64.645,00","574,35",Giappone,Tokyo Stock Exchange,JPY
CDW,CDW CORP,IT,Azionario,"37.110.732,69","0,05","37.110.732,69","150.179,00","247,11",Stati Uniti,NASDAQ,USD
PWR,QUANTA SERVICES INC,Industriali,Azionario,"36.918.768,90","0,05","36.918.768,90","157.510,00","234,39",Stati Uniti,New York Stock Exchange Inc.,USD
DDOG,DATADOG INC CLASS A,IT,Azionario,"36.874.216,71","0,05","36.874.216,71","284.721,00","129,51",Stati Uniti,NASDAQ,USD
ACGL,ARCH CAPITAL GROUP LTD,Finanziari,Azionario,"36.827.651,00","0,05","36.827.651,00","421.900,00","87,29",Stati Uniti,NASDAQ,USD
3382,SEVEN & I HOLDINGS LTD,Generi di largo consumo,Azionario,"36.790.316,88","0,05","36.790.316,88","872.712,00","42,16",Giappone,Tokyo Stock Exchange,JPY
ON,ON SEMICONDUCTOR CORP,IT,Azionario,"36.422.934,26","0,05","36.422.934,26","478.054,00","76,19",Stati Uniti,NASDAQ,USD
ED,CONSOLIDATED EDISON INC,Imprese di servizi di pubblica utilità,Azionario,"36.388.775,34","0,05","36.388.775,34","413.838,00","87,93",Stati Uniti,New York Stock Exchange Inc.,USD
VEEV,VEEVA SYSTEMS INC CLASS A,Salute,Azionario,"36.332.115,36","0,05","36.332.115,36","163.924,00","221,64",Stati Uniti,New York Stock Exchange Inc.,USD
GMG,GOODMAN GROUP UNITS,Immobili,Azionario,"36.119.213,14","0,05","36.119.213,14","1.915.643,00","18,85",Australia,Asx - All Markets,AUD
FICO,FAIR ISAAC CORP,IT,Azionario,"35.984.744,46","0,05","35.984.744,46","28.062,00","1.282,33",Stati Uniti,New York Stock Exchange Inc.,USD
DD,DUPONT DE NEMOURS INC,Materiali,Azionario,"35.965.176,72","0,05","35.965.176,72","514.082,00","69,96",Stati Uniti,New York Stock Exchange Inc.,USD
KDP,KEURIG DR PEPPER INC,Generi di largo consumo,Azionario,"35.855.032,74","0,05","35.855.032,74","1.187.646,00","30,19",Stati Uniti,NASDAQ,USD
MRNA,MODERNA INC,Salute,Azionario,"35.849.262,54","0,05","35.849.262,54","371.649,00","96,46",Stati Uniti,NASDAQ,USD
BIIB,BIOGEN INC,Salute,Azionario,"35.730.530,04","0,05","35.730.530,04","159.997,00","223,32",Stati Uniti,NASDAQ,USD
DG,DOLLAR GENERAL CORP,Generi di largo consumo,Azionario,"35.695.576,80","0,05","35.695.576,80","254.242,00","140,40",Stati Uniti,New York Stock Exchange Inc.,USD
KHC,KRAFT HEINZ,Generi di largo consumo,Azionario,"35.597.933,00","0,05","35.597.933,00","987.460,00","36,05",Stati Uniti,NASDAQ,USD
O39,OVERSEA-CHINESE BANKING LTD,Finanziari,Azionario,"35.414.391,93","0,05","35.414.391,93","3.559.451,00","9,95",Singapore,Singapore Exchange,SGD
DFS,DISCOVER FINANCIAL SERVICES,Finanziari,Azionario,"35.373.916,11","0,05","35.373.916,11","290.641,00","121,71",Stati Uniti,New York Stock Exchange Inc.,USD
388,HONG KONG EXCHANGES AND CLEARING L,Finanziari,Azionario,"35.305.323,40","0,05","35.305.323,40","1.091.007,00","32,36",Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
SLF,SUN LIFE FINANCIAL INC,Finanziari,Azionario,"35.249.364,47","0,05","35.249.364,47","639.466,00","55,12",Canada,Toronto Stock Exchange,CAD
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Imprese di servizi di pubblica utilità,Azionario,"35.240.710,50","0,05","35.240.710,50","580.094,00","60,75",Stati Uniti,New York Stock Exchange Inc.,USD
DASH,DOORDASH INC CLASS A,Consumi Discrezionali,Azionario,"35.234.543,52","0,05","35.234.543,52","289.377,00","121,76",Stati Uniti,NASDAQ,USD
KR,KROGER,Generi di largo consumo,Azionario,"35.203.375,89","0,05","35.203.375,89","730.209,00","48,21",Stati Uniti,New York Stock Exchange Inc.,USD
TEAM,ATLASSIAN CORP CLASS A,IT,Azionario,"35.196.799,28","0,05","35.196.799,28","172.162,00","204,44",Stati Uniti,NASDAQ,USD
MDB,MONGODB INC CLASS A,IT,Azionario,"35.114.710,40","0,05","35.114.710,40","77.770,00","451,52",Stati Uniti,NASDAQ,USD
DLTR,DOLLAR TREE INC,Generi di largo consumo,Azionario,"35.005.510,68","0,05","35.005.510,68","239.961,00","145,88",Stati Uniti,NASDAQ,USD
MPWR,MONOLITHIC POWER SYSTEMS INC,IT,Azionario,"34.982.016,30","0,05","34.982.016,30","48.510,00","721,13",Stati Uniti,NASDAQ,USD
ANSS,ANSYS INC,IT,Azionario,"34.916.680,92","0,05","34.916.680,92","102.428,00","340,89",Stati Uniti,NASDAQ,USD
ENGI,ENGIE SA,Imprese di servizi di pubblica utilità,Azionario,"34.702.619,99","0,05","34.702.619,99","2.160.931,00","16,06",Francia,Nyse Euronext - Euronext Paris,EUR
VICI,VICI PPTYS INC,Immobili,Azionario,"34.679.202,50","0,05","34.679.202,50","1.154.050,00","30,05",Stati Uniti,New York Stock Exchange Inc.,USD
DSV,DSV,Industriali,Azionario,"34.464.547,59","0,05","34.464.547,59","211.867,00","162,67",Danimarca,Omx Nordic Exchange Copenhagen A/S,DKK
2914,JAPAN TOBACCO INC,Generi di largo consumo,Azionario,"34.362.351,55","0,05","34.362.351,55","1.307.898,00","26,27",Giappone,Tokyo Stock Exchange,JPY
DSY,DASSAULT SYSTEMES,IT,Azionario,"34.310.356,70","0,05","34.310.356,70","731.727,00","46,89",Francia,Nyse Euronext - Euronext Paris,EUR
AD,KONINKLIJKE AHOLD DELHAIZE NV,Generi di largo consumo,Azionario,"34.200.682,95","0,05","34.200.682,95","1.142.809,00","29,93",Paesi Bassi,Euronext Amsterdam,EUR
STMPA,STMICROELECTRONICS NV,IT,Azionario,"34.153.634,00","0,05","34.153.634,00","759.680,00","44,96",Francia,Nyse Euronext - Euronext Paris,EUR
EFX,EQUIFAX INC,Industriali,Azionario,"34.145.714,46","0,05","34.145.714,46","128.377,00","265,98",Stati Uniti,New York Stock Exchange Inc.,USD
III,3I GROUP PLC,Finanziari,Azionario,"34.139.870,47","0,05","34.139.870,47","1.105.393,00","30,88",Regno unito,London Stock Exchange,GBP
HIG,HARTFORD FINANCIAL SERVICES GROUP,Finanziari,Azionario,"34.113.624,60","0,05","34.113.624,60","355.795,00","95,88",Stati Uniti,New York Stock Exchange Inc.,USD
BKR,BAKER HUGHES CLASS A,Energia,Azionario,"34.085.838,64","0,05","34.085.838,64","1.140.376,00","29,89",Stati Uniti,NASDAQ,USD
RIO,RIO TINTO LTD,Materiali,Azionario,"34.071.228,53","0,05","34.071.228,53","417.475,00","81,61",Australia,Asx - All Markets,AUD
BAYN,BAYER AG,Salute,Azionario,"33.922.938,70","0,05","33.922.938,70","1.087.896,00","31,18",Germania,Xetra,EUR
FANG,DIAMONDBACK ENERGY INC,Energia,Azionario,"33.841.014,96","0,05","33.841.014,96","191.886,00","176,36",Stati Uniti,NASDAQ,USD
HAL,HALLIBURTON,Energia,Azionario,"33.784.945,67","0,05","33.784.945,67","959.527,00","35,21",Stati Uniti,New York Stock Exchange Inc.,USD
6503,MITSUBISHI ELECTRIC CORP,Industriali,Azionario,"33.603.596,56","0,05","33.603.596,56","2.177.111,00","15,43",Giappone,Tokyo Stock Exchange,JPY
XYL,XYLEM INC,Industriali,Azionario,"33.604.014,92","0,05","33.604.014,92","267.484,00","125,63",Stati Uniti,New York Stock Exchange Inc.,USD
AHT,ASHTEAD GROUP PLC,Industriali,Azionario,"33.546.172,75","0,05","33.546.172,75","484.067,00","69,30",Regno unito,London Stock Exchange,GBP
IFC,INTACT FINANCIAL CORP,Finanziari,Azionario,"33.303.581,23","0,05","33.303.581,23","191.721,00","173,71",Canada,Toronto Stock Exchange,CAD
EXR,EXTRA SPACE STORAGE REIT INC,Immobili,Azionario,"33.126.150,84","0,05","33.126.150,84","236.514,00","140,06",Stati Uniti,New York Stock Exchange Inc.,USD
WTW,WILLIS TOWERS WATSON PLC,Finanziari,Azionario,"32.990.582,35","0,05","32.990.582,35","118.855,00","277,57",Stati Uniti,NASDAQ,USD
CAH,CARDINAL HEALTH INC,Salute,Azionario,"32.961.613,14","0,05","32.961.613,14","304.946,00","108,09",Stati Uniti,New York Stock Exchange Inc.,USD
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Comunicazione,Azionario,"32.845.775,16","0,05","32.845.775,16","109.698,00","299,42",Stati Uniti,NASDAQ,USD
COIN,COINBASE GLOBAL INC CLASS A,Finanziari,Azionario,"32.447.596,18","0,05","32.447.596,18","195.491,00","165,98",Stati Uniti,NASDAQ,USD
FTV,FORTIVE CORP,Industriali,Azionario,"32.393.548,68","0,04","32.393.548,68","376.188,00","86,11",Stati Uniti,New York Stock Exchange Inc.,USD
AMS,AMADEUS IT GROUP SA,Consumi Discrezionali,Azionario,"32.398.071,40","0,04","32.398.071,40","496.824,00","65,21",Spagna,Bolsa De Madrid,EUR
ASSA B,ASSA ABLOY B,Industriali,Azionario,"32.381.784,35","0,04","32.381.784,35","1.133.967,00","28,56",Svezia,Nasdaq Omx Nordic,SEK
ADM,ARCHER DANIELS MIDLAND,Generi di largo consumo,Azionario,"32.284.975,90","0,04","32.284.975,90","604.022,00","53,45",Stati Uniti,New York Stock Exchange Inc.,USD
TCL,TRANSURBAN GROUP STAPLED UNITS,Industriali,Azionario,"32.271.515,04","0,04","32.271.515,04","3.676.430,00","8,78",Australia,Asx - All Markets,AUD
DBK,DEUTSCHE BANK AG,Finanziari,Azionario,"32.161.623,55","0,04","32.161.623,55","2.398.718,00","13,41",Germania,Xetra,EUR
CBRE,CBRE GROUP INC CLASS A,Immobili,Azionario,"32.004.909,36","0,04","32.004.909,36","355.176,00","90,11",Stati Uniti,New York Stock Exchange Inc.,USD
HUBS,HUBSPOT INC,IT,Azionario,"31.751.332,86","0,04","31.751.332,86","52.446,00","605,41",Stati Uniti,New York Stock Exchange Inc.,USD
WST,WEST PHARMACEUTICAL SERVICES INC,Salute,Azionario,"31.743.876,48","0,04","31.743.876,48","86.392,00","367,44",Stati Uniti,New York Stock Exchange Inc.,USD
TRI,THOMSON REUTERS CORP,Industriali,Azionario,"31.737.641,06","0,04","31.737.641,06","200.401,00","158,37",Canada,Toronto Stock Exchange,CAD
AAL,ANGLO AMERICAN PLC,Materiali,Azionario,"31.608.934,69","0,04","31.608.934,69","1.395.920,00","22,64",Regno unito,London Stock Exchange,GBP
DVN,DEVON ENERGY CORP,Energia,Azionario,"31.536.907,04","0,04","31.536.907,04","718.708,00","43,88",Stati Uniti,New York Stock Exchange Inc.,USD
RMD,RESMED INC,Salute,Azionario,"31.461.822,04","0,04","31.461.822,04","170.951,00","184,04",Stati Uniti,New York Stock Exchange Inc.,USD
RCL,ROYAL CARIBBEAN GROUP LTD,Consumi Discrezionali,Azionario,"31.426.935,08","0,04","31.426.935,08","257.788,00","121,91",Stati Uniti,New York Stock Exchange Inc.,USD
TSCO,TESCO PLC,Generi di largo consumo,Azionario,"31.427.900,13","0,04","31.427.900,13","8.862.475,00","3,55",Regno unito,London Stock Exchange,GBP
NET,CLOUDFLARE INC CLASS A,IT,Azionario,"31.403.088,75","0,04","31.403.088,75","318.975,00","98,45",Stati Uniti,New York Stock Exchange Inc.,USD
7751,CANON INC,IT,Azionario,"31.363.874,08","0,04","31.363.874,08","1.102.864,00","28,44",Giappone,Tokyo Stock Exchange,JPY
HWM,HOWMET AEROSPACE INC,Industriali,Azionario,"31.354.317,61","0,04","31.354.317,61","476.003,00","65,87",Stati Uniti,New York Stock Exchange Inc.,USD
HEIA,HEINEKEN NV,Generi di largo consumo,Azionario,"31.173.945,40","0,04","31.173.945,40","323.243,00","96,44",Paesi Bassi,Euronext Amsterdam,EUR
HSY,HERSHEY FOODS,Generi di largo consumo,Azionario,"31.119.406,50","0,04","31.119.406,50","160.550,00","193,83",Stati Uniti,New York Stock Exchange Inc.,USD
EOAN,E.ON N,Imprese di servizi di pubblica utilità,Azionario,"31.097.783,07","0,04","31.097.783,07","2.435.342,00","12,77",Germania,Xetra,EUR
ULTA,ULTA BEAUTY INC,Consumi Discrezionali,Azionario,"30.977.903,88","0,04","30.977.903,88","56.346,00","549,78",Stati Uniti,NASDAQ,USD
VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumi Discrezionali,Azionario,"30.822.662,02","0,04","30.822.662,02","229.700,00","134,19",Germania,Xetra,EUR
KEYS,KEYSIGHT TECHNOLOGIES INC,IT,Azionario,"30.760.946,58","0,04","30.760.946,58","205.114,00","149,97",Stati Uniti,New York Stock Exchange Inc.,USD
GIB.A,CGI INC,IT,Azionario,"30.678.625,07","0,04","30.678.625,07","263.930,00","116,24",Canada,Toronto Stock Exchange,CAD
VWS,VESTAS WIND SYSTEMS,Industriali,Azionario,"30.663.379,39","0,04","30.663.379,39","1.190.206,00","25,76",Danimarca,Omx Nordic Exchange Copenhagen A/S,DKK
NTR,NUTRIEN LTD,Materiali,Azionario,"30.577.234,42","0,04","30.577.234,42","574.147,00","53,26",Canada,Toronto Stock Exchange,CAD
UOB,UNITED OVERSEAS BANK LTD,Finanziari,Azionario,"30.332.297,03","0,04","30.332.297,03","1.442.851,00","21,02",Singapore,Singapore Exchange,SGD
ZBH,ZIMMER BIOMET HOLDINGS INC,Salute,Azionario,"30.248.401,26","0,04","30.248.401,26","234.157,00","129,18",Stati Uniti,New York Stock Exchange Inc.,USD
NVR,NVR INC,Consumi Discrezionali,Azionario,"30.232.813,50","0,04","30.232.813,50","3.986,00","7.584,75",Stati Uniti,New York Stock Exchange Inc.,USD
PRU,PRUDENTIAL PLC,Finanziari,Azionario,"30.180.633,13","0,04","30.180.633,13","2.904.414,00","10,39",Regno unito,London Stock Exchange,GBP
EIX,EDISON INTERNATIONAL,Imprese di servizi di pubblica utilità,Azionario,"30.160.271,44","0,04","30.160.271,44","441.844,00","68,26",Stati Uniti,New York Stock Exchange Inc.,USD
LR,LEGRAND SA,Industriali,Azionario,"29.971.217,12","0,04","29.971.217,12","307.119,00","97,59",Francia,Nyse Euronext - Euronext Paris,EUR
HEXA B,HEXAGON CLASS B,IT,Azionario,"29.963.210,20","0,04","29.963.210,20","2.538.936,00","11,80",Svezia,Nasdaq Omx Nordic,SEK
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Comunicazione,Azionario,"29.952.833,50","0,04","29.952.833,50","198.350,00","151,01",Stati Uniti,NASDAQ,USD
6146,DISCO CORP,IT,Azionario,"29.510.193,64","0,04","29.510.193,64","93.700,00","314,94",Giappone,Tokyo Stock Exchange,JPY
CVE,CENOVUS ENERGY INC,Energia,Azionario,"29.483.642,47","0,04","29.483.642,47","1.674.108,00","17,61",Canada,Toronto Stock Exchange,CAD
WOW,WOOLWORTHS GROUP LTD,Generi di largo consumo,Azionario,"29.429.319,38","0,04","29.429.319,38","1.368.467,00","21,51",Australia,Asx - All Markets,AUD
6723,RENESAS ELECTRONICS CORP,IT,Azionario,"29.414.517,55","0,04","29.414.517,55","1.737.800,00","16,93",Giappone,Tokyo Stock Exchange,JPY
SPLK,SPLUNK INC,IT,Azionario,"29.374.373,10","0,04","29.374.373,10","188.842,00","155,55",Stati Uniti,NASDAQ,USD
BLDR,BUILDERS FIRSTSOURCE INC,Industriali,Azionario,"29.252.340,15","0,04","29.252.340,15","155.045,00","188,67",Stati Uniti,New York Stock Exchange Inc.,USD
8801,MITSUI FUDOSAN LTD,Immobili,Azionario,"29.244.242,16","0,04","29.244.242,16","1.066.186,00","27,43",Giappone,Tokyo Stock Exchange,JPY
EVO,EVOLUTION,Consumi Discrezionali,Azionario,"29.143.629,10","0,04","29.143.629,10","221.824,00","131,38",Svezia,Nasdaq Omx Nordic,SEK
HPQ,HP INC,IT,Azionario,"29.121.074,24","0,04","29.121.074,24","994.912,00","29,27",Stati Uniti,New York Stock Exchange Inc.,USD
CHD,CHURCH AND DWIGHT INC,Generi di largo consumo,Azionario,"29.078.350,00","0,04","29.078.350,00","289.625,00","100,40",Stati Uniti,New York Stock Exchange Inc.,USD
GLW,CORNING INC,IT,Azionario,"29.037.252,09","0,04","29.037.252,09","888.261,00","32,69",Stati Uniti,New York Stock Exchange Inc.,USD
6954,FANUC CORP,Industriali,Azionario,"29.024.485,24","0,04","29.024.485,24","1.038.555,00","27,95",Giappone,Tokyo Stock Exchange,JPY
ABX,BARRICK GOLD CORP,Materiali,Azionario,"28.986.514,65","0,04","28.986.514,65","1.966.786,00","14,74",Canada,Toronto Stock Exchange,CAD
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industriali,Azionario,"28.989.667,52","0,04","28.989.667,52","377.832,00","76,73",Giappone,Tokyo Stock Exchange,JPY
NA,NATIONAL BANK OF CANADA,Finanziari,Azionario,"28.801.866,19","0,04","28.801.866,19","371.546,00","77,52",Canada,Toronto Stock Exchange,CAD
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materiali,Azionario,"28.664.808,12","0,04","28.664.808,12","288.756,00","99,27",Stati Uniti,New York Stock Exchange Inc.,USD
ASM,ASM INTERNATIONAL NV,IT,Azionario,"28.633.771,68","0,04","28.633.771,68","47.693,00","600,37",Paesi Bassi,Euronext Amsterdam,EUR
6301,KOMATSU LTD,Industriali,Azionario,"28.621.863,75","0,04","28.621.863,75","1.009.038,00","28,37",Giappone,Tokyo Stock Exchange,JPY
TSCO,TRACTOR SUPPLY,Consumi Discrezionali,Azionario,"28.414.396,86","0,04","28.414.396,86","116.898,00","243,07",Stati Uniti,NASDAQ,USD
MTD,METTLER TOLEDO INC,Salute,Azionario,"28.194.155,95","0,04","28.194.155,95","23.305,00","1.209,79",Stati Uniti,New York Stock Exchange Inc.,USD
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industriali,Azionario,"28.185.714,64","0,04","28.185.714,64","203.816,00","138,29",Stati Uniti,New York Stock Exchange Inc.,USD
ATCO B,ATLAS COPCO CLASS B,Industriali,Azionario,"28.162.512,64","0,04","28.162.512,64","1.882.336,00","14,96",Svezia,Nasdaq Omx Nordic,SEK
DOV,DOVER CORP,Industriali,Azionario,"28.163.662,50","0,04","28.163.662,50","171.625,00","164,10",Stati Uniti,New York Stock Exchange Inc.,USD
4543,TERUMO CORP,Salute,Azionario,"28.151.815,86","0,04","28.151.815,86","739.200,00","38,08",Giappone,Tokyo Stock Exchange,JPY
WEC,WEC ENERGY GROUP INC,Imprese di servizi di pubblica utilità,Azionario,"28.143.714,52","0,04","28.143.714,52","356.882,00","78,86",Stati Uniti,New York Stock Exchange Inc.,USD
AEM,AGNICO EAGLE MINES LTD,Materiali,Azionario,"28.093.108,68","0,04","28.093.108,68","566.160,00","49,62",Canada,Toronto Stock Exchange,CAD
G,ASSICURAZIONI GENERALI,Finanziari,Azionario,"28.042.315,08","0,04","28.042.315,08","1.170.439,00","23,96",Italia,Borsa Italiana,EUR
8053,SUMITOMO CORP,Industriali,Azionario,"27.979.910,49","0,04","27.979.910,49","1.168.365,00","23,95",Giappone,Tokyo Stock Exchange,JPY
5108,BRIDGESTONE CORP,Consumi Discrezionali,Azionario,"27.812.583,23","0,04","27.812.583,23","652.551,00","42,62",Giappone,Tokyo Stock Exchange,JPY
SAND,SANDVIK,Industriali,Azionario,"27.682.282,17","0,04","27.682.282,17","1.238.440,00","22,35",Svezia,Nasdaq Omx Nordic,SEK
4519,CHUGAI PHARMACEUTICAL LTD,Salute,Azionario,"27.588.098,45","0,04","27.588.098,45","735.300,00","37,52",Giappone,Tokyo Stock Exchange,JPY
ARGX,ARGENX,Salute,Azionario,"27.495.211,79","0,04","27.495.211,79","67.288,00","408,62",Belgio,Nyse Euronext - Euronext Brussels,EUR
WY,WEYERHAEUSER REIT,Immobili,Azionario,"27.401.909,04","0,04","27.401.909,04","820.908,00","33,38",Stati Uniti,New York Stock Exchange Inc.,USD
ML,MICHELIN,Consumi Discrezionali,Azionario,"27.346.536,70","0,04","27.346.536,70","739.554,00","36,98",Francia,Nyse Euronext - Euronext Paris,EUR
MTB,M&T BANK CORP,Finanziari,Azionario,"27.206.390,50","0,04","27.206.390,50","197.005,00","138,10",Stati Uniti,New York Stock Exchange Inc.,USD
4901,FUJIFILM HOLDINGS CORP,IT,Azionario,"26.997.551,73","0,04","26.997.551,73","430.061,00","62,78",Giappone,Tokyo Stock Exchange,JPY
6702,FUJITSU LTD,IT,Azionario,"26.871.492,31","0,04","26.871.492,31","178.159,00","150,83",Giappone,Tokyo Stock Exchange,JPY
UMG,UNIVERSAL MUSIC GROUP NV,Comunicazione,Azionario,"26.821.949,99","0,04","26.821.949,99","920.037,00","29,15",Paesi Bassi,Euronext Amsterdam,EUR
STE,STERIS,Salute,Azionario,"26.768.739,15","0,04","26.768.739,15","113.499,00","235,85",Stati Uniti,New York Stock Exchange Inc.,USD
8591,ORIX CORP,Finanziari,Azionario,"26.669.432,82","0,04","26.669.432,82","1.297.990,00","20,55",Giappone,Tokyo Stock Exchange,JPY
AWK,AMERICAN WATER WORKS INC,Imprese di servizi di pubblica utilità,Azionario,"26.656.437,84","0,04","26.656.437,84","224.079,00","118,96",Stati Uniti,New York Stock Exchange Inc.,USD
STT,STATE STREET CORP,Finanziari,Azionario,"26.591.738,42","0,04","26.591.738,42","361.399,00","73,58",Stati Uniti,New York Stock Exchange Inc.,USD
FITB,FIFTH THIRD BANCORP,Finanziari,Azionario,"26.575.829,20","0,04","26.575.829,20","792.835,00","33,52",Stati Uniti,NASDAQ,USD
ALGN,ALIGN TECHNOLOGY INC,Salute,Azionario,"26.455.994,32","0,04","26.455.994,32","83.489,00","316,88",Stati Uniti,NASDAQ,USD
AVB,AVALONBAY COMMUNITIES REIT INC,Immobili,Azionario,"26.439.445,20","0,04","26.439.445,20","150.738,00","175,40",Stati Uniti,New York Stock Exchange Inc.,USD
TROW,T ROWE PRICE GROUP INC,Finanziari,Azionario,"26.422.723,36","0,04","26.422.723,36","238.064,00","110,99",Stati Uniti,NASDAQ,USD
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Finanziari,Azionario,"26.345.265,74","0,04","26.345.265,74","1.806.520,00","14,58",Svezia,Nasdaq Omx Nordic,SEK
PHM,PULTEGROUP INC,Consumi Discrezionali,Azionario,"26.314.033,44","0,04","26.314.033,44","248.856,00","105,74",Stati Uniti,New York Stock Exchange Inc.,USD
EBAY,EBAY INC,Consumi Discrezionali,Azionario,"26.302.576,50","0,04","26.302.576,50","597.650,00","44,01",Stati Uniti,NASDAQ,USD
MOH,MOLINA HEALTHCARE INC,Salute,Azionario,"26.263.511,82","0,04","26.263.511,82","64.566,00","406,77",Stati Uniti,New York Stock Exchange Inc.,USD
8002,MARUBENI CORP,Industriali,Azionario,"26.176.193,84","0,04","26.176.193,84","1.579.332,00","16,57",Giappone,Tokyo Stock Exchange,JPY
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Immobili,Azionario,"26.159.367,52","0,04","26.159.367,52","122.837,00","212,96",Stati Uniti,NASDAQ,USD
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumi Discrezionali,Azionario,"25.986.164,99","0,04","25.986.164,99","341.288,00","76,14",Canada,Toronto Stock Exchange,CAD
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Finanziari,Azionario,"25.935.409,54","0,04","25.935.409,54","542.625,00","47,80",Giappone,Tokyo Stock Exchange,JPY
RJF,RAYMOND JAMES INC,Finanziari,Azionario,"25.880.322,16","0,04","25.880.322,16","218.252,00","118,58",Stati Uniti,New York Stock Exchange Inc.,USD
HLN,HALEON PLC,Generi di largo consumo,Azionario,"25.821.958,85","0,04","25.821.958,85","6.222.649,00","4,15",Regno unito,London Stock Exchange,GBP
DECK,DECKERS OUTDOOR CORP,Consumi Discrezionali,Azionario,"25.707.374,56","0,04","25.707.374,56","29.197,00","880,48",Stati Uniti,New York Stock Exchange Inc.,USD
PUB,PUBLICIS GROUPE SA,Comunicazione,Azionario,"25.700.453,81","0,04","25.700.453,81","241.258,00","106,53",Francia,Nyse Euronext - Euronext Paris,EUR
VIE,VEOLIA ENVIRON. SA,Imprese di servizi di pubblica utilità,Azionario,"25.538.877,22","0,04","25.538.877,22","781.720,00","32,67",Francia,Nyse Euronext - Euronext Paris,EUR
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industriali,Azionario,"25.536.238,13","0,04","25.536.238,13","126.737,00","201,49",Stati Uniti,New York Stock Exchange Inc.,USD
EQNR,EQUINOR,Energia,Azionario,"25.480.183,83","0,04","25.480.183,83","1.011.306,00","25,20",Norvegia,Oslo Bors Asa,NOK
6178,JAPAN POST HOLDINGS LTD,Finanziari,Azionario,"25.350.008,30","0,04","25.350.008,30","2.677.000,00","9,47",Giappone,Tokyo Stock Exchange,JPY
